Unnamed: 0,Data,Label
76120,pengaruh review dan rating terhadap keputusan pembelian melalui marketplace tokopedia tujuan dari penelitian ini adalah untuk memastikan bagaimana review dan rating di marketplace tokopedia mempengaruhi keputusan pembelian konsumen populasi penelitian ini adalah konsumen marketplace tokopedia di bandar lampung pengambilan sampel purposive digunakan dalam hubungannya dengan strategi pengambilan sampel nonprobabilitas sampel penelitian sebanyak  responden yang pernah melakukan pembelian di marketplace tokopedia tujuan dari proses analisis data yang digunakan dalam penelitian ini adalah untuk mengevalusi hipotesis software pls partial least square digunakan dalam penelitian ini menurut temuan penelitian ulasan memiliki dampak yang lebih besar pada keputusan membeli daripada peringkat keputusan pembelian dipengaruhi oleh review dan rating sebesar ,-1.0
76125,identifikasi masalah dan analisis kebutuhan pengembangan modul pemberdayaan ekonomi petani tomat desa tolok kecamatan tompaso kabupaten minahasa tujuan penelitian ini adalah mengidentifikasi masalah dan melakukan analisis kebutuhan model pemberdayaan ekonomi petani tomat pada tahap awal pengembangan model four d yakni define dimulai dengan mengidentifikasi masalah dan analisis kebutuhan dari petani yang dilakukan peneliti untuk mengkaji kebutuhan petani tomat yang merupakan subjek penelitian dengan tujuan untuk mengetahui bahwa model pemberdayaan ekonomi petani tomat ini sangat dibutuhkan pendefinisian yang akan dilakukan pada penelitian ini adalah pemetaan kebutuhan petani dalam hal ini peneliti akan melakukan studi pendahuluan melalui wawancara dan penyebaran angket hasil identifikasi masalah dan analisis kebutuhan adalah memahami kebutuhan para petani untuk meningkatkan pendapatan petani tomat di desa tolok kecamatan tompaso kabupaten minahasa,-1.0
76146,the influence of place and promotion on purchasing decisions at general furniture stores in mamuju district penelitian ini menyelidiki dampak dari lokasi dan promosi terhadap keputusan pembelian di toko mebel umum di kabupaten mamuju penelitian ini menggunakan metode pengumpulan data kuantitatif dan kualitatif termasuk observasi wawancara kuesioner dan studi literatur hasil penelitian menunjukkan bahwa kedua variabel berpengaruh positif dan signifikan terhadap keputusan pembelian khususnya variabel lokasi menunjukkan efek yang lebih kuat daripada promosi yang menekankan pentingnya pemilihan lokasi yang strategis koefisien determinasi lebih lanjut mendukung dominasi lokasi dalam membentuk perilaku pelanggan temuan ini menyoroti peran penting lokasi dalam ritel yang menunjukkan bahwa bisnis memprioritaskan lokasi toko yang nyaman dan menarik untuk mengoptimalkan keterlibatan pelanggan dan meningkatkan pengalaman berbelanja secara keseluruhan meskipun menyadari keterbatasan studi penelitian ini memberikan wawasan berharga bagi para peritel yang ingin meningkatkan posisi pasar dan kepuasan pelanggan mereka,-1.0
76150,"pengaruh citra merek, variasi produk terhadap kepuasan serta dampaknya terhadap loyalitas pelanggan kosmetik emina di kota semarang this study aims to analyze the influence of brand image and product variety on satisfaction and satisfaction on customer loyalty emina cosmetic customers in semarang city are the population in this study sampling in this study uses purposive sampling respondents in this study amounted to  people with the criteria of women who have used emina cosmetic products and live in the city of semarang a validity test reliability test and multiple linear regression test using spss version  are the analytical techniques used in this study the validity test results showed that the questionnaire used was proven to be valid with the highest kmo kaiser meyer olkin value based on the satisfaction variable the reliability test showed that the questionnaire used in this study was reliable with the highest cronbach alpha value based on the satisfaction variable the test results of the coefficient of determination get a value of   for the contribution of brand image and product variety in influencing satisfaction other variables influence the remaining   of satisfaction the results of this study indicate that brand image has a positive and significant effect on satisfaction product variety has a positive and significant effect on satisfaction and satisfaction has a positive and significant impact on customer loyalty  keywords brand image product variations satisfaction costumer loyalty",-1.0
76179,pengaruh sistem kerja dan prosedur kerja terhadap tingkat produktivitas kinerja karyawan pada pt. pln (persero) up3 palopo penelitian ini untuk melihat dan menganalisis pengaruh sistem kerja dan prosedur kerja terhadap produktivitas kinerja karyawan dimana sampel yang dijadikan responden yaitu sebanyak  karyawan pt pln persero up palopo teknik pengumpulan data yang digunakan yaitu dengan membagikan kuesioner kepada respoden metode penelitian yang di gunakan adalah regresi linier berganda dimana hasil penelitiannya  sistem kerja berpengaruh positif signifikan terhadap produktivitas kinerja karyawan hal tersebut ditunjukkan pada uji t bahwa nilai probability sistem kerja lebih kecil dari taraf alpha  dengan demikian menunjukkan bahwa berapapun sistem kerja yang di terima oleh karyawan sangat berpengaruh pada produktivitas kerja karyawan di perusahaan khususnya pada pt pln persero up palopo prosedur kerja berpengaruh positif tidak signifikan terhadap produktivitas kinerja karyawan hal tersebut ditunjukkan pada uji t bahwa nilai probability prosedur kerja lebih besar dari taraf alpha  dengan demikian menunjukkan bahwa berapapun prosedur kerja yang di terima oleh karyawan tidak mempengaruhi produktivitas kinerja karyawan keywords sistem kerja prosedur kerja produktivitas kinerja karyawan,-1.0
76185,analisis lingkungan budaya bisnis domino pizza domino pizza adalah restoran dan franchisee dengan lebih dari   toko di  negara perusahaan domino plaza menghasilkan pendapatan melalui penjualan pizza sayap salad dan roti lapis di toko milik perusahaan royalti dan kontribusi pemasaran dari pewaralaba dan jaringan  fasilitas produksi pulp dan rantai pasokan memusatkan pembelian  siapkan dan kirim last mile untuk lebih dari   unit di amerika serikat dan kanada penulisan artikel analisis lingkungan budaya bisnis domino plaza tujuan dari analisis ini adalah untuk memahami upaya perusahaan domino plaza dalam menyesuaikan lingkungan bisnis di berbagai negara metode penelitian yang digunakan dalam analisis ini adalah metode kualitatif dengan mengumpulkan data dan informasi melalui internet dan media sosial setelah memperoleh data atau informasi yang dibutuhkan penulis menginterpretasikan hasil analisis secara deskriptif hasil akhirnya adalah bahwa analisis bisnis domino plaza mampu menyesuaikan budaya yang sangat penting untuk keberhasilan bisnis di pasar internasional dan untuk mengurangi risiko bisnis akibat perbedaan lingkungan praktik bisnis,-1.0
76188,perkembangan karir karyawan (studi kasus di pdam tirta moedal kota semarang) the purpose of this study was to determine the career development of pdam tirta moedal employees semarang city the population of this study were employees of pdam tirta moedal semarang city totaling  employees from this population  employees were taken as samples with nonprobability sampling technique data was collected by means of questionnaires prior to data analysis data processing includes editing scoring and tabulating data analysis was performed by multiple linear regression analysis the data analysis tool used is the ibm spss version  program the results show that the career development of pdam tirta moedal semarang city employees is in good criteria the good career development of these employees is due to good career management and career planning this finding is evident from the results of the regression analysis which found that career planning and career management either partially or simultaneously have a positive and significant effect on career development keywords career planning career management career development,-1.0
76190,"pengetahuan, pemahaman dan kesadaran mempengaruhi tingkat membayar zakat fitrah, infaq dan shadaqah (zis) di pasara tahoku desa hila kecamatan leihitu penelitian ini bertujuan untuk mengetahui pengetahuan pemahaman dan kesadaran mempengaruhi tingkat membayar zakat fitrah infaq dan shadaqah zis di pasar tahoku desa hila kecamtan leihitu data penelitian ini adalah data primer dengan menyebarkan kuesioner kepada pedagang pasar tahoku populasi dalam penelitian ini adalah keseluruhan pedagang yang terdaftar di pasar tahoku desa hila kecamatan leihitu sedangkan sampel yang diambil berjumlah  pedagang hasil kuesioner tersebut telah diuji validitas dan realibilitas juga telah diuji asumsi klasik berupa uji normalitas uji linearitas dan uji heteroskedastisitas metode analisis yang digunakan yaitu analisis regresi linear berganda hasil penelitian menunjukkan bahwa pengetahuan berpengaruh positif signifikan terhadap membayar zaka fitrah infaq dan shadaqah zis pemahaman berpengaruh positif tidak signifikan terhadap membayar zakat fitrah infaq dan shadaqah zis kesadaran berpengaruh positif signifikan terhadap membayar zakat fitrah infaq dan shadaqah zis",-1.0
76211,"pengaruh   budaya   organisasi,    tim   kerja, kepuasan kerja dan kepercayaan terhadap kinerja organiazational culture plays an important role in encouraging the team member to have solid and good job satisfaction and their trust to achieve expected performance this causal study was intended to obtain information related to organizational culture teamwork job satisfaction and team members on their job performance team member of curriculum developers in indonesia this research was conducted within  months namely from january to may of   people were sellected randomly from the available team member of curriculum developers unit analysis the data were collected through survey and analyzed by path analysis technique after putting them into a correlation matrix the data analysis and interpretation indicate that the team member of curriculum developers job performance was affected directly by job satisfaction and trust in addition their job satisfaction was affected directly by organizational culture and teamwork it is also found that their job performance was affected indirectly by both organizational culture and teamwork the findings lead to conclusion that any changes or variations occurred at the team members job performance had been affected by the variations of their job satisfaction and trust the conclusion implies that the organizational culture teamwork job satisfaction and trust team members should be considered in improving their job performance  keywords organizational culture work team job satisfaction trust job performance",-1.0
76225,"keputusan pembelian : peran kualitas produk, kesadaran merek, dan persepsi harga penelitian ini menguji tentang pengaruh kualitas produk kesadaran merek dan persepsi harga terhadap keputusan pembelian dfattah cake  bakery objek dalam penelitian ini adalah konsumen dfattah cake  bakery dan terperoleh responden sebanyak  orang data ini diperoleh dengan cara menyebarkan kuesioner secara online google form kepada konsumen dfattah cake  bakery  teknik analisis data menggunakan analisis regresi linear berganda dengan bantuan program spss ver  hasil analisis menunjukkan bahwa kualitas produk berpengaruh positif dan signifikan terhadap keputusan pembelian hal ini menunjukkan bahwa semakin baik kualitas produk maka keputusan pembelian akan semakin meningkat persepsi harga berpengaruh positif dan signifikan terhadap keputusan pembelian semakin baik persepsi harga maka keputusan pembelian akan semakin meningkat sedangkan kesadaran merek tidak berpengaruh terhadap keputusan pembelian",-1.0
76234,analisis determinan terhadap kepatuhan wajib pajak kendaraan bermotor di kota batam penelitian ini dilakukan untuk mengetahui pengaruh sanksi perpajakan kesadaran wajib pajak dan tarif pajak terhadap kepatuhan wajib pajak di samsat kota batam populasi dalam penelitian ini berjumlah    kendaraan yang terdaftar di samsat kota batam teknik pengambilan sampel yang digunakan dalam penelitian ini adalah purposive sampling dan dihitung dengan menggunakan rumus slovin yaitu sebanyak  responden data yang digunakan dalam penelitian ini adalah data primer yaitu data yang diperoleh dari kuesioner yang telah diisi oleh responden hasil penelitian uji t menunjukkan bahwa variabel sanksi perpajakan secara parsial tidak berpengaruh terhadap kepatuhan wajib pajak variabel kesadaran wajib pajak secara parsial berpengaruh terhadap kepatuhan wajib pajak dan variabel tarif pajak secara parsial berpengaruh terhadap kepatuhan wajib pajak  hasil penelitian uji f menunjukkan bahwa variabel sanksi perpajakan kesadaran wajib pajak dan tarif pajak secara bersamasama berpengaruh terhadap kepatuhan wajib pajak pada hasil koefisien determinasi diperoleh persentase variabel bebas terhadap variabel terikat sebesar  dan selisih sebesar  dipengaruhi oleh faktor lain yang tidak diteliti dalam penelitian ini,-1.0
